run,total_timesteps,death,dmg_dealt,kill,pool_lost,ep_len_mean,ep_rew_mean,fps,iterations,time_elapsed,death_rate,ep_length_mean,ep_reward_mean,kill_rate,left_rate,timeout_rate,zulrah_min_hp_mean,approx_kl,clip_fraction,clip_range,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,value_loss
v2_faithful,8192.0,-0.219,0.00326,0.0,-0.966,6.81,-10.1,151.0,1.0,54.0,0.99,6.81,-10.1,0.0,0.01,0.0,498.0,,,,,,,,,,
v2_faithful,16384.0,-0.114,0.00221,0.0,-0.525,10.4,-10.3,161.0,2.0,101.0,0.99,10.4,-10.3,0.0,0.01,0.0,495.0,0.009102838,0.057,0.2,-2.56,0.0195,0.0003,10.4,10.0,-0.00801,24.3
v2_faithful,24576.0,-0.0525,0.00143,0.0,-0.241,36.2,-10.4,178.0,3.0,137.0,0.93,36.2,-10.4,0.0,0.03,0.0,493.0,0.009430582,0.0566,0.2,-2.55,0.642,0.0003,4.65,20.0,-0.00799,10.6
v2_faithful,32768.0,-0.0686,0.00195,0.0,-0.267,30.7,-9.61,183.0,4.0,178.0,0.96,30.7,-9.61,0.0,0.01,0.0,490.0,0.008976495,0.058,0.2,-2.53,0.77,0.0003,2.91,30.0,-0.0101,5.09
v2_faithful,40960.0,-0.101,0.00239,0.0,-0.441,16.0,-11.1,182.0,5.0,224.0,0.99,16.0,-11.1,0.0,0.0,0.0,495.0,0.0070291115,0.0547,0.2,-2.53,0.7,0.0003,3.62,40.0,-0.00835,6.7
v2_faithful,49152.0,-0.125,0.00275,0.0,-0.531,7.51,-9.87,181.0,6.0,271.0,0.96,7.51,-9.87,0.0,0.04,0.0,496.0,0.0070800167,0.0403,0.2,-2.52,0.67,0.0003,4.67,50.0,-0.00695,9.97
v2_faithful,57344.0,-0.138,0.00321,0.0,-0.605,7.95,-10.0,177.0,7.0,323.0,0.97,7.95,-10.0,0.0,0.03,0.0,496.0,0.0078114485,0.047,0.2,-2.5,0.641,0.0003,5.03,60.0,-0.00875,11.5
v2_faithful,65536.0,-0.0649,0.00169,0.0,-0.299,30.4,-9.9,181.0,8.0,360.0,0.96,30.4,-9.9,0.0,0.01,0.0,493.0,0.0074177505,0.0454,0.2,-2.49,0.627,0.0003,5.58,70.0,-0.00781,12.3
v2_faithful,73728.0,-0.0688,0.00155,0.0,-0.293,22.6,-9.73,182.0,9.0,403.0,0.94,22.6,-9.73,0.0,0.04,0.0,495.0,0.007344627,0.053,0.2,-2.5,0.759,0.0003,3.17,80.0,-0.00811,6.63
v2_faithful,81920.0,-0.118,0.00239,0.0,-0.504,14.5,-11.1,182.0,10.0,449.0,0.99,14.5,-11.1,0.0,0.0,0.0,496.0,0.0068901395,0.0486,0.2,-2.5,0.744,0.0003,2.81,90.0,-0.00946,6.69
v2_faithful,90112.0,-0.131,0.00268,0.0,-0.598,20.9,-10.8,180.0,11.0,500.0,0.95,20.9,-10.8,0.0,0.03,0.0,493.0,0.007795342,0.0437,0.2,-2.48,0.658,0.0003,5.31,100.0,-0.00745,11.4
v2_faithful,98304.0,-0.0957,0.0024,0.0,-0.43,16.2,-10.6,180.0,12.0,543.0,0.99,16.2,-10.6,0.0,0.0,0.0,492.0,0.0072608255,0.0521,0.2,-2.46,0.656,0.0003,6.07,110.0,-0.00737,12.3
v2_faithful,106496.0,-0.104,0.00183,0.0,-0.426,14.1,-10.4,179.0,13.0,594.0,0.97,14.1,-10.4,0.0,0.02,0.0,495.0,0.0062104026,0.0437,0.2,-2.46,0.709,0.0003,4.36,120.0,-0.00695,9.43
v2_faithful,114688.0,-0.0891,0.00207,0.0,-0.389,15.7,-10.5,179.0,14.0,637.0,0.98,15.7,-10.5,0.0,0.01,0.0,493.0,0.008266417,0.0783,0.2,-2.46,0.685,0.0003,4.92,130.0,-0.0105,9.82
v2_faithful,122880.0,-0.0847,0.00188,0.0,-0.363,21.3,-10.5,179.0,15.0,684.0,0.96,21.3,-10.5,0.0,0.02,0.0,494.0,0.006549228,0.0377,0.2,-2.47,0.714,0.0003,4.22,140.0,-0.00669,8.68
v2_faithful,131072.0,-0.0632,0.00167,0.0,-0.271,15.0,-9.75,181.0,16.0,724.0,0.95,15.0,-9.75,0.0,0.04,0.0,494.0,0.0070254235,0.0536,0.2,-2.46,0.71,0.0003,3.4,150.0,-0.00944,8.19
v2_faithful,139264.0,-0.0833,0.00201,0.0,-0.339,15.1,-9.04,181.0,17.0,765.0,0.93,15.1,-9.04,0.0,0.06,0.0,493.0,0.008894958,0.0595,0.2,-2.47,0.746,0.0003,2.99,160.0,-0.00837,6.19
v2_faithful,147456.0,-0.127,0.00256,0.0,-0.532,7.63,-9.46,181.0,18.0,812.0,0.98,7.63,-9.46,0.0,0.02,0.0,495.0,0.007143831,0.0396,0.2,-2.44,0.686,0.0003,4.52,170.0,-0.007,8.36
v2_faithful,155648.0,-0.156,0.0028,0.0,-0.702,14.0,-11.1,180.0,19.0,864.0,0.98,14.0,-11.1,0.0,0.01,0.0,495.0,0.0068290485,0.0422,0.2,-2.42,0.618,0.0003,6.64,180.0,-0.00797,12.6
v2_faithful,163840.0,-0.134,0.00233,0.0,-0.589,10.9,-10.4,179.0,20.0,911.0,0.98,10.9,-10.4,0.0,0.02,0.0,493.0,0.0077947592,0.0697,0.2,-2.36,0.606,0.0003,7.38,190.0,-0.0101,14.2
v2_faithful,172032.0,-0.131,0.00221,0.0,-0.564,14.3,-11.5,178.0,21.0,961.0,0.96,14.3,-11.5,0.0,0.03,0.0,495.0,0.006659841,0.0517,0.2,-2.41,0.631,0.0003,5.65,200.0,-0.00765,12.6
v2_faithful,180224.0,-0.118,0.0045,0.0,-0.521,14.9,-10.6,179.0,22.0,1005.0,0.98,14.9,-10.6,0.0,0.01,0.0,495.0,0.006470598,0.0448,0.2,-2.4,0.639,0.0003,5.99,210.0,-0.00722,12.4
v2_faithful,188416.0,-0.161,0.00444,0.0,-0.687,14.4,-11.3,178.0,23.0,1056.0,0.97,14.4,-11.3,0.0,0.02,0.0,492.0,0.00717052,0.0621,0.2,-2.36,0.642,0.0003,6.23,220.0,-0.00872,11.5
v2_faithful,196608.0,-0.15,0.00443,0.0,-0.735,9.92,-11.2,178.0,24.0,1104.0,0.96,9.92,-11.2,0.0,0.04,0.0,492.0,0.007862393,0.0545,0.2,-2.35,0.542,0.0003,6.59,230.0,-0.00787,15.2
v2_faithful,204800.0,-0.118,0.00408,0.0,-0.48,14.8,-9.68,178.0,25.0,1149.0,0.96,14.8,-9.68,0.0,0.03,0.0,494.0,0.008340957,0.0703,0.2,-2.33,0.597,0.0003,6.96,240.0,-0.00987,14.1
v2_faithful,212992.0,-0.13,0.00436,0.0,-0.54,19.6,-9.35,177.0,26.0,1197.0,0.94,19.6,-9.35,0.0,0.04,0.0,493.0,0.009029379,0.0617,0.2,-2.34,0.608,0.0003,5.87,250.0,-0.00863,11.6
v2_faithful,221184.0,-0.147,0.00498,0.0,-0.654,14.2,-10.0,177.0,27.0,1248.0,0.96,14.2,-10.0,0.0,0.03,0.0,494.0,0.007449606,0.0641,0.2,-2.31,0.602,0.0003,6.33,260.0,-0.00886,12.5
v2_faithful,229376.0,-0.0991,0.00358,0.0,-0.438,9.86,-10.6,177.0,28.0,1293.0,0.98,9.86,-10.6,0.0,0.02,0.0,494.0,0.0071572806,0.0541,0.2,-2.3,0.602,0.0003,6.28,270.0,-0.00746,13.4
v2_faithful,237568.0,-0.111,0.0035,0.0,-0.462,6.79,-11.4,176.0,29.0,1343.0,0.97,6.79,-11.4,0.0,0.03,0.0,493.0,0.006782917,0.0648,0.2,-2.32,0.684,0.0003,4.58,280.0,-0.00875,9.77
v2_faithful,245760.0,-0.116,0.00361,0.0,-0.498,23.7,-10.7,177.0,30.0,1388.0,0.95,23.7,-10.7,0.0,0.03,0.0,487.0,0.00776735,0.0613,0.2,-2.3,0.674,0.0003,4.86,290.0,-0.00759,10.0
v2_faithful,253952.0,-0.123,0.00416,0.0,-0.527,12.5,-11.0,177.0,31.0,1434.0,0.98,12.5,-11.0,0.0,0.01,0.0,493.0,0.0073748454,0.0575,0.2,-2.25,0.659,0.0003,6.37,300.0,-0.00809,11.4
v2_faithful,262144.0,-0.132,0.00482,0.0,-0.613,15.8,-12.5,176.0,32.0,1484.0,0.96,15.8,-12.5,0.0,0.03,0.0,488.0,0.0065804776,0.064,0.2,-2.26,0.636,0.0003,6.53,310.0,-0.00888,12.1
v2_faithful,270336.0,-0.103,0.00469,0.0,-0.44,21.4,-9.84,176.0,33.0,1531.0,0.98,21.4,-9.84,0.0,0.0,0.0,486.0,0.008637453,0.0728,0.2,-2.25,0.643,0.0003,6.26,320.0,-0.00935,12.7
v2_faithful,278528.0,-0.0923,0.00503,0.0,-0.406,20.6,-10.5,177.0,34.0,1573.0,0.97,20.6,-10.5,0.0,0.01,0.0,490.0,0.008353519,0.0611,0.2,-2.29,0.687,0.0003,5.29,330.0,-0.00815,10.2
v2_faithful,286720.0,-0.111,0.00422,0.0,-0.449,13.9,-8.97,176.0,35.0,1622.0,0.93,13.9,-8.97,0.0,0.06,0.0,491.0,0.0072543453,0.0741,0.2,-2.29,0.705,0.0003,4.37,340.0,-0.0084,9.38
v2_faithful,294912.0,-0.13,0.0056,0.0,-0.563,8.64,-10.8,176.0,36.0,1672.0,0.99,8.64,-10.8,0.0,0.01,0.0,487.0,0.008559013,0.0649,0.2,-2.28,0.658,0.0003,4.89,350.0,-0.00863,10.4
v2_faithful,303104.0,-0.133,0.00521,0.0,-0.565,10.5,-10.7,176.0,37.0,1721.0,0.97,10.5,-10.7,0.0,0.03,0.0,486.0,0.007904871,0.066,0.2,-2.23,0.629,0.0003,6.4,360.0,-0.00914,12.8
v2_faithful,311296.0,-0.125,0.00574,0.0,-0.546,8.9,-11.0,175.0,38.0,1771.0,0.98,8.9,-11.0,0.0,0.02,0.0,490.0,0.009519599,0.0696,0.2,-2.21,0.613,0.0003,6.05,370.0,-0.00872,12.9
v2_faithful,319488.0,-0.132,0.0046,0.0,-0.563,13.8,-11.4,175.0,39.0,1822.0,0.97,13.8,-11.4,0.0,0.02,0.0,491.0,0.006997368,0.0475,0.2,-2.2,0.639,0.0003,5.78,380.0,-0.00582,12.3
v2_faithful,327680.0,-0.107,0.00663,0.0,-0.458,34.1,-11.2,175.0,40.0,1866.0,0.95,34.1,-11.2,0.0,0.01,0.0,489.0,0.0072844736,0.0626,0.2,-2.21,0.635,0.0003,5.69,390.0,-0.00811,12.5
v2_faithful,335872.0,-0.133,0.0071,0.0,-0.567,14.7,-10.8,175.0,41.0,1916.0,0.96,14.7,-10.8,0.0,0.03,0.0,488.0,0.0070814877,0.0598,0.2,-2.22,0.652,0.0003,5.49,400.0,-0.00659,11.1
v2_faithful,344064.0,-0.114,0.006,0.0,-0.488,8.36,-10.4,175.0,42.0,1963.0,0.95,8.36,-10.4,0.0,0.05,0.0,490.0,0.007087726,0.0487,0.2,-2.2,0.61,0.0003,6.9,410.0,-0.00596,12.7
v2_faithful,352256.0,-0.116,0.00638,0.0,-0.473,13.6,-10.1,175.0,43.0,2009.0,0.98,13.6,-10.1,0.0,0.01,0.0,491.0,0.0057967,0.0489,0.2,-2.2,0.645,0.0003,5.6,420.0,-0.00669,11.5
v2_faithful,360448.0,-0.108,0.00699,0.0,-0.472,14.8,-11.9,175.0,44.0,2057.0,0.97,14.8,-11.9,0.0,0.02,0.0,485.0,0.0078506265,0.0578,0.2,-2.2,0.642,0.0003,6.24,430.0,-0.0076,11.2
v2_faithful,368640.0,-0.0891,0.00559,0.0,-0.365,27.1,-9.89,175.0,45.0,2102.0,0.95,27.1,-9.89,0.0,0.02,0.0,484.0,0.006895111,0.0539,0.2,-2.22,0.646,0.0003,5.04,440.0,-0.00733,11.1
v2_faithful,376832.0,-0.0925,0.00637,0.0,-0.403,17.0,-10.9,175.0,46.0,2148.0,0.96,17.0,-10.9,0.0,0.03,0.0,478.0,0.0058083106,0.0517,0.2,-2.28,0.679,0.0003,4.97,450.0,-0.00708,8.69
v2_faithful,385024.0,-0.116,0.00781,0.0,-0.467,14.5,-9.43,175.0,47.0,2196.0,0.98,14.5,-9.43,0.0,0.01,0.0,486.0,0.0068507334,0.0496,0.2,-2.25,0.66,0.0003,4.42,460.0,-0.008,9.68
v2_faithful,393216.0,-0.139,0.00789,0.0,-0.567,20.0,-9.67,175.0,48.0,2246.0,0.95,20.0,-9.67,0.0,0.03,0.0,490.0,0.0067113694,0.0583,0.2,-2.2,0.616,0.0003,5.74,470.0,-0.00873,11.7
v2_faithful,401408.0,-0.12,0.00942,0.0,-0.518,10.2,-9.63,174.0,49.0,2296.0,0.93,10.2,-9.63,0.0,0.07,0.0,482.0,0.006977343,0.0607,0.2,-2.13,0.576,0.0003,6.37,480.0,-0.00716,13.5
v2_faithful,409600.0,-0.0798,0.0052,0.0,-0.312,26.7,-8.76,175.0,50.0,2339.0,0.93,26.7,-8.76,0.0,0.04,0.0,484.0,0.007001005,0.0573,0.2,-2.17,0.629,0.0003,6.26,490.0,-0.00678,11.5
v2_faithful,417792.0,-0.0962,0.00957,0.0,-0.408,17.5,-10.1,175.0,51.0,2382.0,0.99,17.5,-10.1,0.0,0.0,0.0,467.0,0.009027004,0.074,0.2,-2.27,0.681,0.0003,3.38,500.0,-0.00854,7.88
v2_faithful,425984.0,-0.124,0.0106,0.0,-0.544,16.2,-9.89,175.0,52.0,2429.0,0.98,16.2,-9.89,0.0,0.01,0.0,478.0,0.008184781,0.0631,0.2,-2.19,0.632,0.0003,5.79,510.0,-0.00802,10.2
v2_faithful,434176.0,-0.105,0.00745,0.0,-0.42,27.6,-8.99,175.0,53.0,2473.0,0.93,27.6,-8.99,0.0,0.04,0.0,482.0,0.007995598,0.0555,0.2,-2.13,0.619,0.0003,5.43,520.0,-0.00795,11.9
v2_faithful,442368.0,-0.111,0.00822,0.0,-0.493,13.4,-11.3,175.0,54.0,2519.0,0.97,13.4,-11.3,0.0,0.02,0.0,484.0,0.007911063,0.0739,0.2,-2.17,0.642,0.0003,5.23,530.0,-0.0097,10.7
v2_faithful,450560.0,-0.115,0.00952,0.0,-0.495,28.6,-10.2,175.0,55.0,2569.0,0.92,28.6,-10.2,0.0,0.05,0.0,473.0,0.007428079,0.0547,0.2,-2.15,0.651,0.0003,5.82,540.0,-0.00646,11.4
v2_faithful,458752.0,-0.111,0.00685,0.0,-0.472,14.5,-9.83,175.0,56.0,2618.0,0.98,14.5,-9.83,0.0,0.01,0.0,485.0,0.0077604493,0.0524,0.2,-2.16,0.641,0.0003,6.04,550.0,-0.00631,10.9
v2_faithful,466944.0,-0.134,0.0101,0.0,-0.524,13.3,-10.2,174.0,57.0,2668.0,0.96,13.3,-10.2,0.0,0.03,0.0,484.0,0.007988324,0.0614,0.2,-2.15,0.649,0.0003,5.07,560.0,-0.00892,10.9
v2_faithful,475136.0,-0.135,0.00885,0.0,-0.604,8.81,-11.3,174.0,58.0,2721.0,0.98,8.81,-11.3,0.0,0.02,0.0,480.0,0.008398112,0.059,0.2,-2.11,0.597,0.0003,6.46,570.0,-0.00764,12.8
v2_faithful,483328.0,-0.0874,0.00631,0.0,-0.357,16.6,-10.0,174.0,59.0,2764.0,0.95,16.6,-10.0,0.0,0.04,0.0,482.0,0.007683574,0.0627,0.2,-2.11,0.641,0.0003,6.3,580.0,-0.00741,12.3
v2_faithful,491520.0,-0.083,0.00699,0.0,-0.33,28.6,-8.78,174.0,60.0,2810.0,0.95,28.6,-8.78,0.0,0.02,0.0,477.0,0.009770725,0.0674,0.2,-2.19,0.674,0.0003,4.15,590.0,-0.00624,9.2
v2_faithful,499712.0,-0.0957,0.00961,0.0,-0.445,17.4,-10.7,175.0,61.0,2854.0,0.95,17.4,-10.7,0.0,0.04,0.0,471.0,0.008427972,0.0717,0.2,-2.21,0.676,0.0003,4.35,600.0,-0.00826,8.49
v2_faithful,507904.0,-0.0671,0.00539,0.0,-0.298,24.2,-10.4,175.0,62.0,2893.0,0.96,24.2,-10.4,0.0,0.02,0.0,479.0,0.00954816,0.0701,0.2,-2.16,0.687,0.0003,4.32,610.0,-0.00678,9.8
v2_faithful,516096.0,-0.0769,0.0069,0.0,-0.318,33.5,-9.86,175.0,63.0,2932.0,0.93,33.5,-9.86,0.0,0.03,0.0,478.0,0.0078104828,0.08,0.2,-2.2,0.724,0.0003,3.68,620.0,-0.00909,7.44
v2_faithful,524288.0,-0.0974,0.0074,0.0,-0.399,15.0,-8.75,176.0,64.0,2975.0,0.93,15.0,-8.75,0.0,0.06,0.0,484.0,0.007729929,0.0571,0.2,-2.19,0.687,0.0003,4.27,630.0,-0.00803,8.15
v2_faithful,532480.0,-0.111,0.00641,0.0,-0.485,26.7,-10.5,176.0,65.0,3021.0,0.95,26.7,-10.5,0.0,0.02,0.0,487.0,0.00865712,0.0626,0.2,-2.12,0.641,0.0003,5.26,640.0,-0.00738,10.3
v2_faithful,540672.0,-0.111,0.00893,0.0,-0.478,15.2,-10.5,176.0,66.0,3066.0,0.96,15.2,-10.5,0.0,0.03,0.0,477.0,0.007209938,0.0644,0.2,-2.1,0.636,0.0003,5.61,650.0,-0.00811,11.6
v2_faithful,548864.0,-0.112,0.00817,0.0,-0.499,16.9,-11.8,176.0,67.0,3111.0,0.97,16.9,-11.8,0.0,0.02,0.0,479.0,0.007790263,0.0665,0.2,-2.09,0.648,0.0003,6.1,660.0,-0.00875,11.5
v2_faithful,557056.0,-0.117,0.00729,0.0,-0.488,9.1,-10.7,176.0,68.0,3161.0,0.99,9.1,-10.7,0.0,0.01,0.0,486.0,0.0071685286,0.0706,0.2,-2.11,0.655,0.0003,5.42,670.0,-0.00948,11.5
v2_faithful,565248.0,-0.0986,0.00773,0.0,-0.451,27.8,-9.16,176.0,69.0,3207.0,0.93,27.8,-9.16,0.0,0.04,0.0,476.0,0.008129869,0.0652,0.2,-2.13,0.635,0.0003,6.41,680.0,-0.00826,11.5
v2_faithful,573440.0,-0.129,0.0105,0.0,-0.529,7.92,-9.67,176.0,70.0,3255.0,0.96,7.92,-9.67,0.0,0.04,0.0,484.0,0.007967693,0.0572,0.2,-2.16,0.69,0.0003,4.71,690.0,-0.0075,9.75
v2_faithful,581632.0,-0.137,0.0106,0.0,-0.619,15.5,-11.5,176.0,71.0,3303.0,0.96,15.5,-11.5,0.0,0.03,0.0,472.0,0.008872068,0.064,0.2,-2.1,0.609,0.0003,6.01,700.0,-0.0082,12.7
v2_faithful,589824.0,-0.141,0.00965,0.0,-0.609,15.0,-10.2,175.0,72.0,3352.0,0.97,15.0,-10.2,0.0,0.02,0.0,484.0,0.007929347,0.0631,0.2,-2.06,0.587,0.0003,7.62,710.0,-0.0077,13.8
v2_faithful,598016.0,-0.107,0.00717,0.0,-0.468,21.9,-10.5,175.0,73.0,3400.0,0.96,21.9,-10.5,0.0,0.02,0.0,483.0,0.008513933,0.0593,0.2,-2.08,0.592,0.0003,6.46,720.0,-0.00735,13.9
v2_faithful,606208.0,-0.0798,0.00558,0.0,-0.325,28.0,-8.96,176.0,74.0,3440.0,0.92,28.0,-8.96,0.0,0.05,0.0,485.0,0.0071063275,0.0616,0.2,-2.16,0.671,0.0003,6.48,730.0,-0.00961,10.7
v2_faithful,614400.0,-0.0942,0.00726,0.0,-0.415,37.6,-9.83,176.0,75.0,3485.0,0.93,37.6,-9.83,0.0,0.02,0.0,487.0,0.01278114,0.104,0.2,-2.2,0.685,0.0003,4.22,740.0,-0.00881,8.43
v2_faithful,622592.0,-0.123,0.00788,0.0,-0.546,21.9,-9.81,176.0,76.0,3531.0,0.9,21.9,-9.81,0.0,0.08,0.0,481.0,0.008043345,0.0695,0.2,-2.16,0.68,0.0003,5.3,750.0,-0.0083,9.74
v2_faithful,630784.0,-0.0872,0.00606,0.0,-0.377,26.8,-10.4,176.0,77.0,3577.0,0.96,26.8,-10.4,0.0,0.01,0.0,484.0,0.009770433,0.0918,0.2,-2.1,0.644,0.0003,5.67,760.0,-0.00798,12.2
v2_faithful,638976.0,-0.0605,0.00399,0.0,-0.237,30.1,-8.79,176.0,78.0,3617.0,0.94,30.1,-8.79,0.0,0.03,0.0,483.0,0.0073473174,0.0574,0.2,-2.18,0.696,0.0003,4.35,770.0,-0.00666,9.12
v2_faithful,647168.0,-0.0962,0.00496,0.0,-0.395,19.8,-9.92,176.0,79.0,3664.0,0.94,19.8,-9.92,0.0,0.04,0.0,490.0,0.010065248,0.0711,0.2,-2.25,0.693,0.0003,2.77,780.0,-0.00621,6.42
v2_faithful,655360.0,-0.0959,0.00436,0.0,-0.406,20.5,-9.19,176.0,80.0,3709.0,0.96,20.5,-9.19,0.0,0.02,0.0,491.0,0.008371891,0.0545,0.2,-2.15,0.654,0.0003,4.96,790.0,-0.00915,10.0
v2_faithful,663552.0,-0.108,0.00669,0.0,-0.471,15.7,-10.4,176.0,81.0,3752.0,0.93,15.7,-10.4,0.0,0.06,0.0,482.0,0.0066022044,0.0566,0.2,-2.15,0.672,0.0003,5.35,800.0,-0.00845,9.81
v2_faithful,671744.0,-0.133,0.00832,0.0,-0.587,13.1,-11.3,176.0,82.0,3800.0,0.92,13.1,-11.3,0.0,0.07,0.0,491.0,0.008292376,0.0616,0.2,-2.1,0.668,0.0003,5.04,810.0,-0.00893,11.1
v2_faithful,679936.0,-0.0925,0.00644,0.0,-0.375,18.3,-9.46,176.0,83.0,3843.0,0.95,18.3,-9.46,0.0,0.04,0.0,477.0,0.005883597,0.049,0.2,-2.01,0.639,0.0003,6.34,820.0,-0.00481,13.0
v2_faithful,688128.0,-0.0657,0.00519,0.0,-0.265,28.6,-9.41,177.0,84.0,3882.0,0.92,28.6,-9.41,0.0,0.05,0.0,478.0,0.010166204,0.0833,0.2,-2.15,0.676,0.0003,5.3,830.0,-0.00786,9.26
v2_faithful,696320.0,-0.121,0.0077,0.0,-0.467,7.24,-10.4,177.0,85.0,3930.0,0.99,7.24,-10.4,0.0,0.01,0.0,482.0,0.008025957,0.0755,0.2,-2.21,0.698,0.0003,4.04,840.0,-0.00866,7.15
v2_faithful,704512.0,-0.0974,0.00712,0.0,-0.393,39.7,-8.41,177.0,86.0,3973.0,0.9,39.7,-8.41,0.0,0.05,0.0,478.0,0.0077235866,0.0645,0.2,-2.09,0.611,0.0003,5.3,850.0,-0.00797,11.8
v2_faithful,712704.0,-0.0991,0.00901,0.0,-0.407,21.4,-10.2,177.0,87.0,4019.0,0.96,21.4,-10.2,0.0,0.02,0.0,483.0,0.0072011794,0.0572,0.2,-2.13,0.662,0.0003,4.55,860.0,-0.00827,9.46
v2_faithful,720896.0,-0.11,0.00849,0.0,-0.437,20.5,-10.2,177.0,88.0,4066.0,0.92,20.5,-10.2,0.0,0.06,0.0,482.0,0.0061810855,0.053,0.2,-2.14,0.65,0.0003,4.77,870.0,-0.00681,10.0
v2_faithful,729088.0,-0.132,0.0119,0.0,-0.556,5.97,-10.4,177.0,89.0,4116.0,0.99,5.97,-10.4,0.0,0.01,0.0,487.0,0.006645981,0.052,0.2,-2.13,0.627,0.0003,5.05,880.0,-0.00672,10.5
v2_faithful,737280.0,-0.116,0.00804,0.0,-0.501,20.6,-11.9,176.0,90.0,4166.0,0.94,20.6,-11.9,0.0,0.04,0.0,476.0,0.007862292,0.0592,0.2,-2.08,0.589,0.0003,6.38,890.0,-0.00887,13.0
v2_faithful,745472.0,-0.0637,0.00659,0.0,-0.258,26.7,-8.97,177.0,91.0,4204.0,0.95,26.7,-8.97,0.0,0.03,0.0,468.0,0.009052662,0.0909,0.2,-2.13,0.657,0.0003,5.77,900.0,-0.0109,10.8
v2_faithful,753664.0,-0.0916,0.00891,0.0,-0.324,32.8,-9.25,177.0,92.0,4252.0,0.94,32.8,-9.25,0.0,0.02,0.0,477.0,0.00992936,0.0833,0.2,-2.21,0.701,0.0003,3.11,910.0,-0.00894,6.8
v2_faithful,761856.0,-0.132,0.01,0.0,-0.514,8.52,-9.76,177.0,93.0,4304.0,0.98,8.52,-9.76,0.0,0.02,0.0,480.0,0.007935185,0.0629,0.2,-2.17,0.616,0.0003,5.03,920.0,-0.00819,8.79
v2_faithful,770048.0,-0.104,0.0095,0.0,-0.454,14.2,-10.4,176.0,94.0,4350.0,0.96,14.2,-10.4,0.0,0.03,0.0,482.0,0.007726154,0.0672,0.2,-2.08,0.566,0.0003,6.6,930.0,-0.00802,12.7
v2_faithful,778240.0,-0.104,0.0099,0.0,-0.408,8.44,-9.54,176.0,95.0,4396.0,0.97,8.44,-9.54,0.0,0.03,0.0,475.0,0.010856951,0.088,0.2,-2.11,0.644,0.0003,5.65,940.0,-0.00847,10.7
v2_faithful,786432.0,-0.115,0.00885,0.0,-0.479,7.76,-10.9,176.0,96.0,4445.0,0.96,7.76,-10.9,0.0,0.04,0.0,483.0,0.007204449,0.0519,0.2,-2.13,0.646,0.0003,4.69,950.0,-0.00767,10.2
v2_faithful,794624.0,-0.157,0.0126,0.0,-0.657,8.3,-10.9,176.0,97.0,4498.0,0.99,8.3,-10.9,0.0,0.01,0.0,481.0,0.007300754,0.0443,0.2,-2.13,0.635,0.0003,6.17,960.0,-0.0072,11.3
v2_faithful,802816.0,-0.116,0.0118,0.0,-0.508,15.4,-10.2,176.0,98.0,4547.0,0.98,15.4,-10.2,0.0,0.01,0.0,474.0,0.008230383,0.0688,0.2,-2.04,0.568,0.0003,7.7,970.0,-0.00921,14.8
v2_faithful,811008.0,-0.112,0.0111,0.0,-0.465,14.7,-10.1,176.0,99.0,4594.0,0.99,14.7,-10.1,0.0,0.0,0.0,480.0,0.009989319,0.0806,0.2,-2.08,0.643,0.0003,5.18,980.0,-0.00836,11.4
v2_faithful,819200.0,-0.128,0.013,0.0,-0.569,26.9,-10.5,176.0,100.0,4641.0,0.95,26.9,-10.5,0.0,0.02,0.0,472.0,0.0071434774,0.0609,0.2,-2.09,0.632,0.0003,6.02,990.0,-0.00744,11.3
v2_faithful,827392.0,-0.148,0.0127,0.0,-0.607,13.5,-9.04,176.0,101.0,4695.0,0.95,13.5,-9.04,0.0,0.04,0.0,478.0,0.009780915,0.0711,0.2,-2.05,0.617,0.0003,5.9,1000.0,-0.00768,13.0
v2_faithful,835584.0,-0.12,0.0113,0.0,-0.49,27.8,-10.3,176.0,102.0,4744.0,0.95,27.8,-10.3,0.0,0.02,0.0,477.0,0.0069865948,0.0485,0.2,-2.06,0.584,0.0003,6.34,1010.0,-0.00618,13.7
v2_faithful,843776.0,-0.124,0.0107,0.0,-0.533,32.7,-9.99,176.0,103.0,4793.0,0.92,32.7,-9.99,0.0,0.04,0.0,479.0,0.0068993443,0.0627,0.2,-2.1,0.606,0.0003,6.05,1020.0,-0.00847,12.0
v2_faithful,851968.0,-0.119,0.0116,0.0,-0.492,14.5,-9.2,175.0,104.0,4843.0,0.96,14.5,-9.2,0.0,0.03,0.0,473.0,0.008285819,0.0685,0.2,-2.08,0.621,0.0003,6.55,1030.0,-0.00724,12.3
v2_faithful,860160.0,-0.101,0.01,0.0,-0.426,25.8,-10.0,175.0,105.0,4890.0,0.94,25.8,-10.0,0.0,0.03,0.0,480.0,0.008818388,0.0695,0.2,-2.12,0.618,0.0003,5.81,1040.0,-0.00829,11.8
v2_faithful,868352.0,-0.129,0.0107,0.0,-0.543,19.9,-12.0,175.0,106.0,4939.0,0.98,19.9,-12.0,0.0,0.0,0.0,476.0,0.008343652,0.0629,0.2,-2.15,0.65,0.0003,4.94,1050.0,-0.00845,10.2
v2_faithful,876544.0,-0.131,0.0118,0.0,-0.51,26.3,-9.13,175.0,107.0,4986.0,0.95,26.3,-9.13,0.0,0.02,0.0,475.0,0.007609628,0.0676,0.2,-2.1,0.617,0.0003,6.27,1060.0,-0.00878,12.7
