run,total_timesteps,death,dmg_dealt,kill,pool_lost,ep_len_mean,ep_rew_mean,fps,iterations,time_elapsed,death_rate,ep_length_mean,ep_reward_mean,kill_rate,left_rate,timeout_rate,zulrah_min_hp_mean,approx_kl,clip_fraction,clip_range,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,value_loss
v4_killfast,483328.0,,0.205,0.00862,,38.1,7.83,313.0,59.0,1540.0,0.97,38.1,7.83,0.01,0.01,0.0,322.0,0.008054867,0.0743,0.2,-1.34,0.733,0.0003,0.749,580.0,-0.00359,1.55
v4_killfast,491520.0,,0.157,0.0,,43.9,6.45,314.0,60.0,1563.0,0.98,43.9,6.45,0.0,0.01,0.0,339.0,0.0051503447,0.048,0.2,-1.18,0.394,0.0003,1.56,590.0,-0.00391,7.32
v4_killfast,499712.0,,0.171,0.0,,39.7,5.25,313.0,61.0,1592.0,0.97,39.7,5.25,0.0,0.01,0.0,369.0,0.009927336,0.0884,0.2,-1.2,0.675,0.0003,0.849,600.0,-0.00649,1.68
v4_killfast,507904.0,,0.143,0.0169,,35.6,4.58,312.0,62.0,1626.0,0.97,35.6,4.58,0.0,0.02,0.0,386.0,0.005541973,0.0657,0.2,-1.16,0.708,0.0003,0.965,610.0,-0.0046,1.93
v4_killfast,516096.0,,0.122,0.0,,47.3,5.82,311.0,63.0,1655.0,0.96,47.3,5.82,0.0,0.02,0.0,355.0,0.0059075854,0.0545,0.2,-1.21,0.226,0.0003,1.28,620.0,-0.00513,10.8
v4_killfast,524288.0,,0.102,0.0,,56.4,5.05,312.0,64.0,1678.0,0.96,56.4,5.05,0.0,0.0,0.0,374.0,0.008364582,0.0848,0.2,-1.44,0.746,0.0003,0.652,630.0,-0.00473,1.56
v4_killfast,532480.0,,0.104,0.00809,,60.8,7.85,310.0,65.0,1712.0,0.95,60.8,7.85,0.01,0.01,0.0,321.0,0.008845668,0.0945,0.2,-1.52,0.787,0.0003,0.608,640.0,-0.00564,1.36
v4_killfast,540672.0,,0.154,0.00825,,53.8,7.17,310.0,66.0,1740.0,0.94,53.8,7.17,0.01,0.02,0.0,338.0,0.006976314,0.0568,0.2,-1.45,0.58,0.0003,1.33,650.0,-0.00418,5.18
v4_killfast,548864.0,,0.188,0.0,,29.8,6.01,308.0,67.0,1778.0,1.0,29.8,6.01,0.0,0.0,0.0,350.0,0.005550104,0.0552,0.2,-1.2,0.448,0.0003,2.16,660.0,-0.00359,5.19
v4_killfast,557056.0,,0.139,0.00829,,49.0,7.07,308.0,68.0,1808.0,0.95,49.0,7.07,0.01,0.02,0.0,341.0,0.006579143,0.0774,0.2,-1.06,0.542,0.0003,1.33,670.0,-0.00506,2.42
v5_killfast_ent,8192.0,,0.0453,0.0,,8.93,0.237,235.0,1.0,34.0,1.0,8.93,0.237,0.0,0.0,0.0,494.0,,,,,,,,,,
v5_killfast_ent,16384.0,,0.0488,0.0,,20.4,1.42,253.0,2.0,64.0,0.99,20.4,1.42,0.0,0.01,0.0,465.0,0.01170182,0.119,0.2,-2.56,0.0196,0.0003,0.183,10.0,-0.0153,0.596
v5_killfast_ent,24576.0,,0.0594,0.0,,27.3,1.85,277.0,3.0,88.0,0.98,27.3,1.85,0.0,0.01,0.0,454.0,0.0107605215,0.112,0.2,-2.53,0.248,0.0003,0.313,20.0,-0.0158,0.685
v5_killfast_ent,32768.0,,0.0561,0.0,,22.3,1.39,298.0,4.0,109.0,0.96,22.3,1.39,0.0,0.03,0.0,465.0,0.010132037,0.109,0.2,-2.51,0.36,0.0003,0.383,30.0,-0.0158,0.94
v5_killfast_ent,40960.0,,0.0762,0.0,,23.0,1.16,291.0,5.0,140.0,0.94,23.0,1.16,0.0,0.04,0.0,471.0,0.0114259105,0.119,0.2,-2.49,0.413,0.0003,0.299,40.0,-0.018,0.782
v5_killfast_ent,49152.0,,0.0977,0.0,,19.8,2.57,311.0,6.0,157.0,0.98,19.8,2.57,0.0,0.02,0.0,436.0,0.009146854,0.101,0.2,-2.45,0.461,0.0003,0.3,50.0,-0.0153,1.06
v5_killfast_ent,57344.0,,0.0965,0.0,,25.0,1.56,318.0,7.0,179.0,0.94,25.0,1.56,0.0,0.04,0.0,461.0,0.0092584025,0.0962,0.2,-2.42,0.54,0.0003,0.361,60.0,-0.0131,1.28
v5_killfast_ent,65536.0,,0.11,0.0,,31.2,2.82,321.0,8.0,204.0,0.97,31.2,2.82,0.0,0.01,0.0,430.0,0.008448745,0.0792,0.2,-2.39,0.609,0.0003,0.736,70.0,-0.0131,1.4
v5_killfast_ent,73728.0,,0.125,0.0,,33.0,2.33,323.0,9.0,228.0,0.95,33.0,2.33,0.0,0.02,0.0,442.0,0.009257196,0.0874,0.2,-2.33,0.652,0.0003,0.619,80.0,-0.0126,1.42
v5_killfast_ent,81920.0,,0.133,0.0,,18.0,2.97,316.0,10.0,258.0,0.95,18.0,2.97,0.0,0.05,0.0,426.0,0.008324007,0.0658,0.2,-2.29,0.651,0.0003,0.697,90.0,-0.00863,1.63
v5_killfast_ent,90112.0,,0.153,0.0,,30.0,3.88,319.0,11.0,281.0,0.97,30.0,3.88,0.0,0.02,0.0,403.0,0.008411525,0.0909,0.2,-2.18,0.478,0.0003,0.772,100.0,-0.014,1.93
v5_killfast_ent,98304.0,,0.11,0.0,,40.1,4.88,321.0,12.0,305.0,0.93,40.1,4.88,0.0,0.05,0.0,378.0,0.010107512,0.0849,0.2,-2.17,0.596,0.0003,0.907,110.0,-0.00987,2.1
v5_killfast_ent,106496.0,,0.128,0.0,,27.7,2.74,315.0,13.0,337.0,0.94,27.7,2.74,0.0,0.04,0.0,432.0,0.008864554,0.0658,0.2,-2.2,0.651,0.0003,0.443,120.0,-0.00721,1.51
v5_killfast_ent,114688.0,,0.129,0.0,,37.8,4.79,323.0,14.0,355.0,0.94,37.8,4.79,0.0,0.04,0.0,380.0,0.008071046,0.0744,0.2,-2.09,0.568,0.0003,0.72,130.0,-0.011,1.98
v5_killfast_ent,122880.0,,0.125,0.00819,,38.6,6.42,328.0,15.0,373.0,0.96,38.6,6.42,0.01,0.02,0.0,357.0,0.0062124906,0.0521,0.2,-2.11,0.69,0.0003,0.797,140.0,-0.00405,1.74
v5_killfast_ent,131072.0,,0.155,0.00851,,35.1,6.0,331.0,16.0,395.0,0.93,35.1,6.0,0.01,0.04,0.0,368.0,0.007476686,0.0582,0.2,-2.11,0.403,0.0003,14.2,150.0,-0.00727,6.27
v5_killfast_ent,139264.0,,0.119,0.0,,39.7,5.57,334.0,17.0,416.0,0.96,39.7,5.57,0.0,0.03,0.0,361.0,0.0052538365,0.049,0.2,-2.03,0.432,0.0003,3.32,160.0,-0.00421,7.38
v5_killfast_ent,147456.0,,0.116,0.00847,,75.0,8.69,340.0,18.0,433.0,0.92,75.0,8.69,0.01,0.02,0.0,301.0,0.0070883343,0.0746,0.2,-2.08,0.62,0.0003,0.703,170.0,-0.00613,1.84
v5_killfast_ent,155648.0,,0.123,0.0,,48.1,5.8,341.0,19.0,455.0,0.96,48.1,5.8,0.0,0.02,0.0,356.0,0.0059922594,0.039,0.2,-2.15,0.434,0.0003,4.6,180.0,-0.00385,6.04
v5_killfast_ent,163840.0,,0.196,0.00859,,25.0,5.63,342.0,20.0,478.0,0.98,25.0,5.63,0.01,0.01,0.0,377.0,0.00716366,0.0642,0.2,-2.08,0.694,0.0003,1.22,190.0,-0.00587,1.9
v5_killfast_ent,172032.0,,0.147,0.0336,,33.7,4.91,344.0,21.0,500.0,0.98,33.7,4.91,0.0,0.01,0.0,378.0,0.008421287,0.0545,0.2,-2.03,0.378,0.0003,3.48,200.0,-0.00458,8.71
v5_killfast_ent,180224.0,,0.145,0.0,,40.1,5.48,344.0,22.0,523.0,0.97,40.1,5.48,0.0,0.01,0.0,363.0,0.006670926,0.0317,0.2,-2.1,0.223,0.0003,13.5,210.0,-0.00254,18.4
v5_killfast_ent,188416.0,,0.15,0.0,,31.0,4.97,345.0,23.0,545.0,0.98,31.0,4.97,0.0,0.01,0.0,376.0,0.008067099,0.0659,0.2,-2.15,0.524,0.0003,1.45,220.0,-0.00619,3.44
v5_killfast_ent,196608.0,,0.134,0.0,,55.7,6.15,351.0,24.0,559.0,0.95,55.7,6.15,0.0,0.02,0.0,347.0,0.009546206,0.0828,0.2,-2.12,0.637,0.0003,1.65,230.0,-0.00766,2.77
v5_killfast_ent,204800.0,,0.138,0.0173,,48.0,7.79,354.0,25.0,577.0,0.95,48.0,7.79,0.02,0.0,0.0,341.0,0.0081791645,0.0788,0.2,-2.16,0.757,0.0003,0.661,240.0,-0.00807,1.75
v5_killfast_ent,212992.0,,0.144,0.0338,,77.9,12.4,361.0,26.0,588.0,0.9,77.9,12.4,0.04,0.02,0.0,259.0,0.007369291,0.0651,0.2,-2.14,0.27,0.0003,5.76,250.0,-0.00629,12.2
v5_killfast_ent,221184.0,,0.16,0.0,,32.6,4.19,364.0,27.0,606.0,0.94,32.6,4.19,0.0,0.04,0.0,396.0,0.006679972,0.0472,0.2,-2.19,0.266,0.0003,2.18,260.0,-0.00489,18.7
v5_killfast_ent,229376.0,,0.112,0.0,,69.2,6.71,367.0,28.0,624.0,0.91,69.2,6.71,0.0,0.04,0.0,333.0,0.009458976,0.101,0.2,-2.06,0.547,0.0003,1.2,270.0,-0.0111,3.18
